no;nearc2;nearc4;educ;age;fatheduc;motheduc;weight;momdad14;sinmom14;step14;reg661;reg662;reg663;reg664;reg665;reg666;reg667;reg668;reg669;south66;black;smsa;south;smsa66;wage;enroll;KWW;IQ;married;libcrd14;exper;lwage;expersq
715;0;1;10;26;5;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;240;0;29;99;1;1;10;5.480639;100
716;0;1;10;25;5;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;240;0;34;NA;6;1;9;5.480639;81
717;0;1;12;33;NA;NA;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;462;0;32;85;1;1;15;6.1355648;225
718;0;1;12;27;NA;11;99110;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;404;0;32;97;6;1;9;6.0014148;81
719;0;1;12;25;NA;11;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;450;0;40;95;1;1;7;6.1092482;49
720;0;1;12;24;3;2;395512;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;250;0;28;NA;6;1;6;5.521461;36
721;0;1;11;26;NA;9;450502;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;727;0;23;NA;4;1;9;6.5889258;81
722;0;1;12;24;NA;9;439458;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;667;0;30;NA;1;1;6;6.50279;36
723;0;1;12;28;NA;6;117131;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;962;0;31;80;4;1;10;6.8690138;100
724;0;1;14;27;NA;8;90623;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;750;0;44;126;6;1;7;6.6200728;49
725;0;1;14;25;8;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;667;0;20;NA;6;1;5;6.50279;25
726;0;1;17;34;8;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;692;0;49;109;1;1;11;6.5395861;121
727;0;1;12;25;6;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;465;0;21;NA;1;1;7;6.1420369;49
728;0;1;12;30;NA;NA;150105;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;641;0;38;NA;5;1;12;6.4630289;144
729;0;1;11;29;NA;11;150105;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;710;0;22;86;1;1;12;6.5652652;144
730;0;1;13;25;NA;10;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;425;0;22;NA;6;1;6;6.0520892;36
731;0;1;12;27;12;12;370732;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;833;0;46;112;1;1;9;6.7250342;81
732;0;1;12;26;12;12;370732;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;308;1;41;98;1;1;8;5.7301002;64
733;0;1;16;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;625;0;48;119;4;1;7;6.4377518;49
734;0;1;16;32;13;16;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1442;0;26;NA;1;1;10;7.273787;100
735;0;1;16;25;12;12;400440;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;38;102;1;1;3;6.511745;9
736;0;1;17;28;14;14;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1346;0;46;NA;1;1;5;7.2048931;25
737;0;1;17;33;12;10;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;400;0;41;128;4;1;10;5.9914651;100
738;0;1;9;34;12;NA;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;518;0;38;82;1;1;19;6.2499752;361
739;0;1;14;26;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;456;0;30;NA;1;1;6;6.1224928;36
740;0;1;17;33;12;12;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;409;0;42;113;1;1;10;6.0137148;100
741;0;1;18;34;5;9;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;559;0;45;105;6;1;10;6.326149;100
742;0;1;12;24;10;9;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;230;0;32;NA;1;1;6;5.4380789;36
743;1;1;17;27;18;18;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1026;1;46;124;6;1;4;6.933423;16
744;1;1;12;27;13;13;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1082;0;48;NA;1;1;9;6.986567;81
745;1;1;14;24;13;13;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1202;0;39;94;1;1;4;7.091742;16
746;1;1;17;25;NA;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;329;0;40;117;1;1;2;5.7960582;4
747;1;1;18;27;14;14;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;481;0;39;116;6;1;3;6.1758671;9
748;1;1;18;24;14;NA;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;673;0;33;NA;6;NA;0;6.511745;0
749;1;1;17;31;12;12;538123;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1683;0;41;NA;6;1;8;7.4283328;64
750;1;1;16;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1282;0;40;112;1;1;12;7.156177;144
751;1;1;12;24;12;14;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;23;NA;6;1;6;6.357842;36
752;1;1;18;27;9;9;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;444;0;31;105;6;1;3;6.0958252;9
753;1;1;16;28;NA;9;99110;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;481;0;34;87;6;1;6;6.1758671;36
754;1;1;12;24;16;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;467;0;NA;108;6;1;6;6.1463289;36
755;1;1;6;31;3;3;614067;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;668;0;40;NA;1;0;19;6.5042882;361
756;1;1;15;27;12;12;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;286;0;36;89;1;1;6;5.655992;36
757;1;1;18;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;NA;119;1;1;9;6.357842;81
758;1;1;14;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;721;0;34;97;1;1;9;6.5806389;81
759;1;1;12;25;6;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;462;0;28;89;1;1;7;6.1355648;49
760;1;1;15;25;12;10;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;750;0;28;NA;1;0;4;6.6200728;16
761;1;1;12;24;6;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;200;0;39;131;6;1;6;5.298317;36
762;1;1;12;27;12;10;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;650;0;26;NA;1;1;9;6.4769731;81
763;1;1;18;28;12;11;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;481;0;30;NA;6;1;4;6.1758671;16
764;1;1;11;24;9;NA;360396;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;38;NA;1;0;7;6.3969302;49
765;1;1;16;28;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;769;0;35;85;1;1;6;6.6450911;36
766;1;1;17;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;775;1;26;132;1;1;4;6.652863;16
767;1;1;16;24;16;16;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;641;0;28;114;1;1;2;6.4630289;4
768;1;1;14;33;14;10;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1055;0;35;98;1;1;13;6.9612961;169
769;1;1;16;31;14;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;676;0;44;110;6;1;9;6.5161929;81
770;1;1;12;28;NA;NA;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;691;0;41;124;6;1;10;6.5381398;100
771;1;1;17;30;14;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;1;41;118;1;1;7;6.8690138;49
772;1;1;13;28;14;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;400;0;32;90;5;1;9;5.9914651;81
773;1;1;16;27;14;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;38;108;1;1;5;6.511745;25
774;1;1;18;34;10;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1442;0;42;112;1;1;10;7.273787;100
775;1;1;18;32;16;10;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;529;0;38;100;1;1;8;6.270988;64
776;1;1;14;27;9;11;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;700;0;21;84;1;1;7;6.5510802;49
777;1;1;8;34;NA;4;141996;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;675;0;36;NA;1;0;20;6.5147128;400
778;1;1;18;25;8;10;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;494;0;34;97;1;1;1;6.2025361;1
779;1;1;12;24;12;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;26;113;1;1;6;6.2146082;36
780;1;1;16;24;NA;NA;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;450;0;27;NA;6;0;2;6.1092482;4
781;1;1;13;25;NA;8;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;601;0;27;NA;6;1;6;6.3985949;36
782;1;1;13;28;9;12;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;717;1;37;105;6;1;9;6.5750761;81
783;1;1;12;29;9;10;150105;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;575;0;28;88;5;1;11;6.3543701;121
784;1;1;12;25;9;10;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;350;0;33;74;1;1;7;5.857933;49
785;1;1;12;24;9;10;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;350;0;31;NA;6;0;6;5.857933;36
786;0;1;16;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;643;0;46;115;1;1;7;6.466145;49
787;0;1;15;24;10;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;675;0;30;NA;1;1;3;6.5147128;9
788;0;1;15;28;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;679;0;34;91;1;1;7;6.5206208;49
789;0;1;12;27;12;9;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;534;0;34;103;4;1;9;6.280396;81
790;0;1;16;31;12;10;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;524;0;46;102;1;1;9;6.2614918;81
791;0;1;16;28;10;10;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;667;0;38;98;6;1;6;6.50279;36
792;0;1;14;26;12;NA;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;370;0;35;NA;1;1;6;5.9135032;36
793;0;1;15;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;658;0;47;NA;6;1;5;6.4892049;25
794;0;1;12;34;NA;NA;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;700;0;39;NA;NA;0;16;6.5510802;256
795;0;1;18;27;9;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;311;0;33;82;6;1;3;5.7397928;9
796;0;1;9;33;NA;9;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;841;0;44;NA;1;1;18;6.734591;324
797;0;1;14;31;10;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;660;0;47;112;1;1;11;6.49224;121
798;0;1;16;31;8;9;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;692;0;41;108;1;1;9;6.5395861;81
799;0;1;15;28;NA;7;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;37;90;1;1;7;6.357842;49
800;0;1;17;26;9;12;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;705;0;32;NA;6;1;3;6.558198;9
801;0;1;16;27;5;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;292;0;38;111;1;1;5;5.676754;25
802;0;1;13;26;8;11;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;750;0;24;96;1;1;7;6.6200728;49
803;0;1;16;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1442;0;48;NA;1;0;12;7.273787;144
804;0;1;16;33;16;16;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1202;0;48;127;1;1;11;7.091742;121
805;0;1;15;33;NA;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1603;0;47;97;1;1;12;7.379632;144
806;0;1;14;32;NA;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;769;0;50;120;4;1;12;6.6450911;144
807;0;1;16;31;14;16;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;41;101;6;1;9;6.2402759;81
808;0;1;12;31;NA;8;484311;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;805;0;38;100;1;0;13;6.6908422;169
809;0;1;17;34;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;1;44;99;1;1;11;6.8690138;121
810;0;1;12;25;16;16;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;675;0;NA;104;1;1;7;6.5147128;49
811;0;1;13;24;8;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;398;0;NA;116;1;1;5;5.9864521;25
812;0;1;14;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;855;0;40;120;1;1;13;6.751101;169
813;0;1;11;25;NA;9;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;693;0;27;95;1;0;8;6.5410299;64
814;0;1;11;24;8;9;114259;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;641;0;27;NA;5;0;7;6.4630289;49
815;0;1;13;27;10;8;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;345;0;34;99;1;0;8;5.843544;64
816;0;1;12;27;NA;NA;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;561;0;24;68;5;1;9;6.329721;81
817;0;1;12;24;9;11;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;684;0;21;NA;1;1;6;6.5279579;36
818;0;1;16;29;16;16;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;469;0;49;122;1;1;7;6.1506028;49
819;0;1;16;26;12;12;370732;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;300;0;37;106;6;1;4;5.703783;16
820;0;1;18;25;12;9;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;37;101;1;1;1;6.511745;1
821;0;1;16;24;12;9;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;385;0;29;NA;6;1;2;5.9532428;4
822;0;1;16;33;8;6;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;808;0;45;104;1;1;11;6.694562;121
823;0;1;17;24;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;548;1;40;NA;6;1;1;6.3062749;1
824;0;1;16;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;38;NA;6;1;4;6.2146082;16
825;0;1;13;29;11;12;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;727;1;38;99;1;1;10;6.5889258;100
826;0;1;16;28;11;12;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;524;0;29;NA;1;1;6;6.2614918;36
827;0;1;15;24;2;8;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;450;0;36;NA;6;1;3;6.1092482;9
828;0;1;12;28;6;8;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;755;0;34;NA;1;0;10;6.626718;100
829;0;1;12;24;11;NA;96681;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;640;0;37;NA;1;0;6;6.4614682;36
830;0;1;12;24;10;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;313;0;30;NA;1;1;6;5.7462029;36
831;0;1;12;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1425;0;37;101;1;0;11;7.2619271;121
832;0;1;12;28;11;5;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;761;0;23;110;6;1;10;6.634634;100
833;0;1;12;26;11;5;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;35;94;1;1;8;6.3969302;64
834;0;1;16;32;12;15;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1111;0;42;111;1;1;10;7.0130162;100
835;0;1;16;33;13;17;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;763;0;50;120;1;1;11;6.6372581;121
836;0;1;12;32;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;650;0;45;108;1;1;14;6.4769731;196
837;0;1;14;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1155;0;39;111;1;1;7;7.051856;49
838;0;1;12;24;9;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;25;NA;1;1;6;6.3969302;36
839;0;1;12;29;11;11;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;555;0;31;103;1;0;11;6.3189678;121
840;0;1;11;28;11;11;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;543;1;25;NA;1;0;11;6.2971091;121
841;0;1;11;25;11;11;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;550;1;31;NA;1;0;8;6.3099179;64
842;0;1;11;31;NA;NA;520447;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;800;0;39;97;1;0;14;6.6846118;196
843;0;1;11;26;10;11;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1000;0;26;97;1;0;9;6.9077549;81
844;0;1;12;31;13;11;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;864;0;36;106;1;0;13;6.7615728;169
845;0;1;13;32;NA;6;346581;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;613;0;43;109;1;1;13;6.418365;169
846;0;1;16;24;12;12;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;519;0;27;NA;1;1;2;6.251904;4
847;0;1;13;30;NA;NA;150105;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;707;0;45;96;1;1;11;6.5610309;121
848;0;1;13;26;10;10;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;818;1;26;79;1;1;7;6.706862;49
849;0;1;10;25;10;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;300;0;31;62;6;1;9;5.703783;81
850;1;1;16;30;9;9;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;702;1;47;110;1;1;8;6.5539341;64
851;1;1;16;34;NA;12;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1322;0;47;117;1;1;12;7.1869011;144
852;1;1;12;27;NA;12;99110;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;380;1;25;72;1;0;9;5.9401708;81
853;1;1;11;26;NA;NA;99110;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;400;0;30;83;6;1;9;5.9914651;81
854;1;1;11;25;NA;NA;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;498;0;22;99;1;1;8;6.2105999;64
855;1;1;10;33;NA;11;167813;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;663;0;18;72;1;1;17;6.4967752;289
856;1;1;10;33;8;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;600;0;29;88;5;0;17;6.3969302;289
857;1;1;18;32;16;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1034;0;48;123;1;1;8;6.9411898;64
858;1;1;14;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1079;0;23;91;6;1;5;6.9837899;25
859;1;1;18;24;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;400;0;31;98;6;1;0;5.9914651;0
860;1;1;16;33;13;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;641;0;37;119;6;0;11;6.4630289;121
861;1;1;12;32;NA;8;358351;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;620;0;33;87;1;0;14;6.429719;196
862;1;1;17;30;12;11;538123;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;481;0;49;121;4;1;7;6.1758671;49
863;1;1;16;33;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1058;0;41;NA;6;1;11;6.9641361;121
864;1;1;12;26;8;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;545;0;33;112;1;1;8;6.300786;64
865;1;1;14;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;786;0;38;113;6;1;6;6.6669569;36
866;1;1;18;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;485;0;38;125;6;1;1;6.1841488;1
867;1;1;14;34;11;11;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;722;1;45;121;1;1;14;6.5820251;196
868;1;1;15;28;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;695;0;47;128;1;1;7;6.5439119;49
869;1;1;15;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;549;0;41;NA;4;1;13;6.3080978;169
870;1;1;15;32;15;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;793;0;36;103;1;1;11;6.6758232;121
871;1;1;16;33;18;16;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1923;0;48;99;1;1;11;7.5616422;121
872;1;1;15;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;793;0;40;101;1;1;12;6.6758232;144
873;0;1;15;28;NA;NA;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;900;0;34;117;5;1;7;6.8023949;49
874;0;1;14;32;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;654;0;41;109;1;1;12;6.483108;144
875;0;1;12;27;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;46;73;6;1;9;6.2402759;81
876;0;1;14;29;NA;12;538123;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;384;1;38;88;4;1;9;5.9506431;81
877;0;1;16;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;500;0;27;116;1;1;5;6.2146082;25
878;0;1;15;25;12;11;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;601;1;40;137;6;1;4;6.3985949;16
879;0;1;12;27;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;438;0;40;105;1;1;9;6.0822191;81
880;0;1;12;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;42;98;6;1;7;6.2146082;49
881;0;1;18;33;NA;18;346581;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1264;0;47;122;1;1;9;7.142036;81
882;0;1;14;26;12;14;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;747;0;43;104;1;1;6;6.616065;36
883;0;1;14;27;12;12;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;29;78;1;1;7;6.2402759;49
884;0;1;12;33;NA;NA;346581;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;700;0;43;104;1;NA;15;6.5510802;225
885;0;1;16;29;14;12;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;672;0;38;93;1;1;7;6.5102582;49
886;0;1;17;30;NA;NA;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;983;1;39;87;6;1;7;6.8906088;49
887;0;1;13;29;12;12;538123;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;220;1;35;101;1;1;10;5.3936281;100
888;0;1;18;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1202;0;39;134;1;1;9;7.091742;81
889;0;1;12;30;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;667;0;39;85;1;1;12;6.50279;144
890;0;1;14;28;NA;NA;117131;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;838;0;41;NA;1;1;8;6.7310181;64
891;0;1;15;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;444;1;36;104;1;1;4;6.0958252;16
892;0;1;12;25;10;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;543;0;25;104;6;1;7;6.2971091;49
893;0;1;14;30;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;505;0;41;NA;1;1;10;6.2245579;100
894;0;1;12;31;NA;NA;484311;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;797;0;37;107;1;1;13;6.6808548;169
895;0;1;9;24;10;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;357;0;18;NA;1;1;9;5.8777361;81
896;0;1;12;27;12;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;30;93;1;1;9;6.2146082;81
897;0;1;12;34;NA;8;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;0;47;NA;1;1;16;6.8690138;256
898;0;1;11;28;6;5;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;350;0;31;94;6;1;11;5.857933;121
899;0;1;15;24;6;5;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;313;0;35;NA;6;1;3;5.7462029;9
900;0;1;16;24;17;13;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;117;1;34;NA;1;1;2;4.7621741;4
901;0;1;12;33;10;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;726;0;48;109;1;1;15;6.5875502;225
902;0;1;13;33;NA;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;536;0;31;119;1;0;14;6.2841339;196
